t,x
0.0,270.0
0.03333317467872442,270.0
0.06666634935744883,270.0
0.09999952403617325,270.0
0.13333269871489767,402.5
0.1666658733936221,413.0
0.19999904807234653,419.5
0.23333222275107096,424.0
0.2666653974297954,417.0
0.2999985721085198,408.0
0.33333174678724425,399.0
0.3666649214659687,360.0
0.3999980961446931,328.0
0.43333127082341755,292.0
0.466664445502142,258.0
0.4999976201808664,229.0
0.5333307948595908,200.0
0.5666639695383152,174.5
0.5999971442170396,150.0
0.6333303188957641,365.5
0.6666634935744885,63.5
0.6999966682532129,83.0
0.7333298429319374,68.5
0.7666630176106618,57.5
0.7999961922893862,53.5
0.8333293669681107,53.5
0.8666625416468351,53.5
0.8999957163255595,53.5
0.933328891004284,62.5
0.9666620656830084,74.0
0.9999952403617328,97.5
1.0333284150404571,131.5
1.0666615897191816,142.5
1.099994764397906,164.5
1.1333279390766304,188.0
1.1666611137553549,215.5
1.1999942884340793,240.5
1.2333274631128037,268.0
1.2666606377915282,298.0
1.2999938124702526,324.0
1.333326987148977,345.5
1.3666601618277014,382.0
1.3999933365064259,397.0
1.4333265111851503,410.5
1.4666596858638747,420.5
1.4999928605425992,427.0
1.5333260352213236,433.5
1.566659209900048,426.5
1.5999923845787725,419.0
1.633325559257497,408.0
1.6666587339362213,393.5
1.6999919086149458,374.5
1.7333250832936702,349.0
1.7666582579723946,320.5
1.799991432651119,281.5
1.8333246073298435,252.0
1.866657782008568,224.5
1.8999909566872923,197.0
1.9333241313660168,172.0
1.9666573060447412,147.0
1.9999904807234656,136.0
2.03332365540219,71.0
2.0666568300809143,87.5
2.0999900047596385,80.5
2.1333231794383627,72.0
2.166656354117087,69.0
2.199989528795811,69.0
2.2333227034745353,69.0
2.2666558781532595,76.0
2.2999890528319837,82.5
2.333322227510708,93.5
2.366655402189432,126.5
2.3999885768681564,136.5
2.4333217515468806,151.0
2.466654926225605,174.0
2.499988100904329,197.5
2.533321275583053,225.5
2.5666544502617774,253.0
2.5999876249405016,280.5
2.633320799619226,305.0
2.66665397429795,337.5
2.6999871489766742,367.0
2.7333203236553985,386.0
2.7666534983341227,401.0
2.799986673012847,413.5
2.833319847691571,420.5
2.8666530223702953,423.0
2.8999861970490195,423.0
2.9333193717277437,419.0
2.966652546406468,413.0
2.999985721085192,400.0
3.0333188957639163,385.0
3.0666520704426405,364.0
3.0999852451213648,337.0
3.133318419800089,305.5
3.166651594478813,270.5
3.1999847691575374,242.5
3.2333179438362616,213.0
3.266651118514986,188.5
3.29998429319371,163.5
3.333317467872434,143.5
3.3666506425511584,132.5
3.3999838172298826,72.5
3.433316991908607,89.0
3.466650166587331,82.5
3.4999833412660553,75.5
3.5333165159447795,72.5
3.5666496906235037,72.0
3.599982865302228,75.0
3.633316039980952,84.0
3.6666492146596763,90.5
3.6999823893384005,72.0
3.7333155640171247,131.0
3.766648738695849,141.0
3.799981913374573,160.5
3.8333150880532973,181.0
3.8666482627320216,209.0
3.8999814374107458,236.0
3.93331461208947,263.5
3.966647786768194,290.5
3.9999809614469184,316.0
4.033314136125643,349.0
4.066647310804368,373.5
4.099980485483092,390.0
4.133313660161817,404.0
4.166646834840542,414.0
4.199980009519266,418.0
4.233313184197991,419.0
4.266646358876716,418.0
4.29997953355544,414.5
4.333312708234165,405.5
4.36664588291289,392.0
4.399979057591614,374.0
4.433312232270339,350.5
4.4666454069490635,326.0
4.499978581627788,289.0
4.533311756306513,261.0
4.5666449309852375,233.5
4.599978105663962,205.0
4.633311280342687,181.5
4.6666444550214115,157.0
4.699977629700136,140.0
4.733310804378861,129.5
4.766643979057585,100.5
4.79997715373631,89.5
4.833310328415035,83.5
4.866643503093759,80.0
4.899976677772484,78.5
4.933309852451209,79.0
4.966643027129933,81.5
4.999976201808658,88.5
5.033309376487383,97.0
5.066642551166107,127.0
5.099975725844832,136.0
5.133308900523557,148.0
5.166642075202281,173.0
5.199975249881006,195.0
5.2333084245597306,218.0
5.266641599238455,246.5
5.29997477391718,271.5
5.3333079485959045,299.0
5.366641123274629,334.0
5.399974297953354,357.5
5.4333074726320785,378.5
5.466640647310803,393.5
5.499973821989528,405.5
5.533306996668252,414.0
5.566640171346977,417.0
5.599973346025702,433.5
5.633306520704426,415.5
5.666639695383151,408.5
5.699972870061876,397.5
5.7333060447406,382.5
5.766639219419325,364.0
5.79997239409805,336.0
5.833305568776774,313.5
5.866638743455499,277.0
5.899971918134224,245.5
5.933305092812948,222.0
5.966638267491673,195.5
5.999971442170398,172.5
6.033304616849122,150.5
6.066637791527847,136.5
6.0999709662065715,127.5
6.133304140885296,99.0
6.166637315564021,90.5
6.1999704902427455,84.0
6.23330366492147,81.0
6.266636839600195,80.0
6.2999700142789195,81.5
6.333303188957644,85.5
6.366636363636369,94.0
6.399969538315093,117.5
6.433302712993818,131.5
6.466635887672543,142.0
6.499969062351267,160.0
6.533302237029992,181.0
6.566635411708717,204.5
6.599968586387441,231.5
6.633301761066166,256.5
6.666634935744891,285.0
6.699968110423615,320.0
6.73330128510234,340.5
6.766634459781065,365.5
6.799967634459789,383.0
6.833300809138514,396.0
6.8666339838172386,407.0
6.899967158495963,413.0
6.933300333174688,416.0
6.9666335078534125,415.0
6.999966682532137,410.5
7.033299857210862,401.0
7.0666330318895865,389.0
7.099966206568311,373.0
7.133299381247036,352.5
7.16663255592576,326.5
7.199965730604485,293.5
7.23329890528321,263.0
7.266632079961934,237.5
7.299965254640659,208.0
7.333298429319384,185.5
7.366631603998108,164.5
7.399964778676833,144.0
7.433297953355558,133.0
7.466631128034282,123.0
7.499964302713007,96.5
7.533297477391732,88.5
7.566630652070456,84.5
7.599963826749181,83.0
7.633297001427906,83.0
7.66663017610663,85.0
7.699963350785355,91.5
7.7332965254640795,100.5
7.766629700142804,127.5
7.799962874821529,136.5
7.8332960495002535,149.5
7.866629224178978,169.0
7.899962398857703,192.5
7.9332955735364274,216.0
7.966628748215152,243.0
7.999961922893877,264.0
8.033295097572601,295.0
8.066628272251325,328.5
8.099961446930049,351.5
8.133294621608773,371.5
8.166627796287496,386.5
8.19996097096622,399.0
8.233294145644944,407.0
8.266627320323668,412.5
8.299960495002392,425.0
8.333293669681115,410.5
8.366626844359839,404.0
8.399960019038563,393.5
8.433293193717287,379.5
8.46662636839601,361.5
8.499959543074734,338.5
8.533292717753458,313.5
8.566625892432182,277.0
8.599959067110905,252.5
8.63329224178963,226.5
8.666625416468353,199.5
8.699958591147077,178.0
8.7332917658258,158.0
8.766624940504524,140.0
8.799958115183248,130.0
8.833291289861972,117.0
8.866624464540696,94.0
8.89995763921942,87.5
8.933290813898143,84.5
8.966623988576867,83.5
8.99995716325559,86.0
9.033290337934314,90.0
9.066623512613038,95.0
9.099956687291762,121.5
9.133289861970486,132.5
9.16662303664921,142.0
9.199956211327933,161.0
9.233289386006657,179.0
9.26662256068538,203.5
9.299955735364104,225.5
9.333288910042828,253.0
9.366622084721552,276.5
9.399955259400276,311.0
9.433288434079,338.0
9.466621608757723,358.5
9.499954783436447,376.0
9.53328795811517,390.0
9.566621132793895,400.0
9.599954307472618,407.0
9.633287482151342,411.0
9.666620656830066,409.0
9.69995383150879,405.0
9.733287006187513,397.0
9.766620180866237,385.5
9.799953355544961,369.5
9.833286530223685,350.0
9.866619704902408,326.0
9.899952879581132,295.0
9.933286054259856,267.0
9.96661922893858,240.5
9.999952403617304,215.5
10.033285578296027,189.5
10.066618752974751,170.0
10.099951927653475,149.0
10.133285102332199,137.0
10.166618277010922,128.5
10.199951451689646,102.5
10.23328462636837,94.0
10.266617801047094,90.0
10.299950975725817,86.0
10.333284150404541,86.0
10.366617325083265,90.0
10.399950499761989,94.0
10.433283674440712,115.0
10.466616849119436,129.0
10.49995002379816,137.5
10.533283198476884,151.0
10.566616373155608,170.5
10.599949547834331,191.5
10.633282722513055,213.5
10.666615897191779,237.0
10.699949071870503,265.5
10.733282246549226,291.5
10.76661542122795,322.0
10.799948595906674,345.5
10.833281770585398,366.0
10.866614945264121,380.0
10.899948119942845,392.5
10.933281294621569,401.5
10.966614469300293,406.0
10.999947643979016,408.0
11.03328081865774,404.5
11.066613993336464,399.0
11.099947168015188,389.5
11.133280342693912,375.0
11.166613517372635,358.5
11.199946692051359,336.5
11.233279866730083,314.0
11.266613041408807,282.0
11.29994621608753,255.0
11.333279390766254,226.5
11.366612565444978,203.0
11.399945740123702,182.0
11.433278914802425,162.0
11.46661208948115,142.5
11.499945264159873,134.0
11.533278438838597,125.0
11.56661161351732,99.5
11.599944788196044,92.5
11.633277962874768,90.5
11.666611137553492,89.5
11.699944312232216,90.0
11.73327748691094,93.5
11.766610661589663,99.5
11.799943836268387,125.5
11.83327701094711,134.0
11.866610185625834,143.0
11.899943360304558,160.5
11.933276534983282,181.0
11.966609709662006,201.5
11.99994288434073,222.0
12.033276059019453,251.0
12.066609233698177,275.0
12.0999424083769,308.5
12.133275583055624,331.5
12.166608757734348,354.0
12.199941932413072,371.5
12.233275107091796,384.5
12.26660828177052,394.5
12.299941456449243,401.5
12.333274631127967,404.5
12.36660780580669,403.0
12.399940980485415,399.5
12.433274155164138,391.5
12.466607329842862,380.5
12.499940504521586,364.5
12.53327367920031,346.0
12.566606853879033,323.0
12.599940028557757,293.0
12.633273203236481,268.5
12.666606377915205,240.0
12.699939552593928,217.0
12.733272727272652,193.0
12.766605901951376,173.0
12.7999390766301,154.5
12.833272251308824,139.0
12.866605425987547,130.5
12.899938600666271,119.0
12.933271775344995,98.0
12.966604950023719,92.5
12.999938124702442,91.5
13.033271299381166,91.5
13.06660447405989,93.5
13.099937648738614,98.0
13.133270823417337,120.0
13.166603998096061,131.0
13.199937172774785,139.0
13.233270347453509,154.0
13.266603522132232,170.0
13.299936696810956,190.5
13.33326987148968,212.0
13.366603046168404,237.0
13.399936220847128,262.5
13.433269395525851,290.5
13.466602570204575,320.0
13.499935744883299,340.5
13.533268919562023,359.0
13.566602094240746,375.0
13.59993526891947,387.0
13.633268443598194,395.5
13.666601618276918,399.5
13.699934792955641,401.5
13.733267967634365,399.0
13.766601142313089,393.5
13.799934316991813,384.0
13.833267491670536,370.5
13.86660066634926,353.5
13.899933841027984,332.5
13.933267015706708,305.5
13.966600190385432,276.5
13.999933365064155,256.0
14.033266539742879,229.0
14.066599714421603,204.5
14.099932889100327,184.0
14.13326606377905,163.5
14.166599238457774,147.0
14.199932413136498,136.0
14.233265587815222,128.5
14.266598762493945,115.0
14.29993193717267,96.0
14.333265111851393,92.5
14.366598286530117,92.5
14.39993146120884,93.0
14.433264635887564,96.0
14.466597810566288,115.5
14.499930985245012,128.0
14.533264159923736,135.5
14.56659733460246,145.0
14.599930509281183,162.0
14.633263683959907,180.5
14.66659685863863,203.0
14.699930033317354,224.5
14.733263207996078,248.5
14.766596382674802,276.0
14.799929557353526,306.0
14.83326273203225,331.5
14.866595906710973,350.5
14.899929081389697,364.0
14.93326225606842,379.5
14.966595430747144,389.0
14.999928605425868,395.5
15.033261780104592,398.5
15.066594954783316,398.0
15.09992812946204,394.0
15.133261304140763,386.0
15.166594478819487,375.5
15.19992765349821,360.0
15.233260828176935,342.5
15.266594002855658,317.5
15.299927177534382,289.0
15.333260352213106,265.0
15.36659352689183,239.5
15.399926701570553,214.0
15.433259876249277,195.0
15.466593050928001,172.5
15.499926225606725,154.5
15.533259400285448,140.5
15.566592574964172,132.5
15.599925749642896,124.0
15.63325892432162,104.0
15.666592099000344,100.0
15.699925273679067,93.5
15.733258448357791,93.5
15.766591623036515,95.0
15.799924797715239,113.0
15.833257972393962,125.0
15.866591147072686,133.0
15.89992432175141,141.0
15.933257496430134,155.0
15.966590671108857,174.5
15.999923845787581,194.5
16.033257020466305,215.0
16.06659019514503,237.5
16.099923369823752,265.0
16.133256544502476,289.0
16.1665897191812,317.0
16.199922893859924,337.0
16.233256068538648,357.5
16.26658924321737,371.0
16.299922417896095,382.5
16.33325559257482,389.5
16.366588767253543,395.0
16.399921941932266,396.0
16.43325511661099,393.5
16.466588291289714,387.5
16.499921465968438,378.0
16.53325464064716,365.0
16.566587815325885,349.5
16.59992099000461,327.5
16.633254164683333,299.0
16.666587339362056,275.0
16.69992051404078,253.0
16.733253688719504,228.0
16.766586863398228,206.0
16.79992003807695,184.5
16.833253212755675,166.5
16.8665863874344,147.5
16.899919562113123,137.0
16.933252736791847,129.5
16.96658591147057,120.0
16.999919086149294,103.0
17.033252260828018,114.5
17.06658543550674,95.5
17.099918610185465,95.5
17.13325178486419,100.5
17.166584959542913,121.5
17.199918134221637,130.0
17.23325130890036,137.5
17.266584483579084,148.0
17.299917658257808,165.5
17.333250832936532,187.0
17.366584007615256,205.0
17.39991718229398,224.5
17.433250356972703,249.5
17.466583531651427,282.0
17.49991670633015,302.5
17.533249881008874,329.0
17.566583055687598,348.0
17.599916230366322,362.0
17.633249405045046,375.0
17.66658257972377,384.0
17.699915754402493,390.0
17.733248929081217,392.5
17.76658210375994,391.5
17.799915278438665,388.0
17.83324845311739,380.0
17.866581627796112,369.0
17.899914802474836,355.5
17.93324797715356,335.0
17.966581151832283,308.0
17.999914326511007,289.0
18.03324750118973,264.5
18.066580675868455,240.0
18.09991385054718,215.5
18.133247025225902,195.5
18.166580199904626,175.0
18.19991337458335,158.0
18.233246549262073,141.5
18.266579723940797,134.0
18.29991289861952,127.5
18.333246073298245,118.0
18.36657924797697,102.0
18.399912422655692,99.0
18.433245597334416,99.0
18.46657877201314,101.0
18.499911946691864,118.5
18.533245121370587,129.0
18.56657829604931,135.0
18.599911470728035,142.5
18.63324464540676,160.5
18.666577820085482,177.0
18.699910994764206,196.0
18.73324416944293,218.5
18.766577344121654,239.0
18.799910518800377,264.0
18.8332436934791,292.0
18.866576868157825,316.5
18.89991004283655,337.5
18.933243217515273,354.5
18.966576392193996,367.5
18.99990956687272,378.0
19.033242741551444,385.0
19.066575916230168,388.5
19.09990909090889,389.0
19.133242265587615,387.5
19.16657544026634,381.0
19.199908614945063,372.0
19.233241789623786,359.0
19.26657496430251,342.0
19.299908138981234,317.5
19.333241313659958,294.5
19.36657448833868,272.5
19.399907663017405,250.5
19.43324083769613,226.5
19.466574012374853,205.0
19.499907187053577,185.0
19.5332403617323,167.0
19.566573536411024,149.0
19.599906711089748,138.0
19.63323988576847,131.0
19.666573060447195,124.0
19.69990623512592,115.5
19.733239409804643,102.0
19.766572584483367,102.0
19.79990575916209,102.5
19.833238933840814,117.0
19.866572108519538,127.0
19.89990528319826,133.5
19.933238457876985,139.5
19.96657163255571,152.5
19.999904807234433,169.0
20.033237981913157,188.5
20.06657115659188,210.0
20.099904331270604,232.0
20.133237505949328,252.5
20.166570680628052,282.5
20.199903855306776,303.5
20.2332370299855,326.0
20.266570204664223,344.5
20.299903379342947,360.5
20.33323655402167,371.5
20.366569728700394,379.5
20.399902903379118,385.0
20.433236078057842,387.0
20.466569252736566,384.5
20.49990242741529,381.5
20.533235602094013,373.5
20.566568776772737,362.5
20.59990195145146,344.0
20.633235126130185,324.0
20.66656830080891,303.5
20.699901475487632,285.0
20.733234650166356,258.5
20.76656782484508,235.0
20.799900999523803,213.5
20.833234174202527,193.0
20.86656734888125,174.5
20.899900523559975,158.0
20.9332336982387,142.5
20.966566872917422,135.0
20.999900047596146,128.5
21.03323322227487,121.0
21.066566396953593,114.0
21.099899571632317,111.0
21.13323274631104,111.5
21.166565920989765,116.5
21.19989909566849,124.0
21.233232270347212,131.0
21.266565445025936,137.5
21.29989861970466,146.5
21.333231794383384,163.5
21.366564969062107,181.0
21.39989814374083,198.5
21.433231318419555,220.0
21.46656449309828,242.0
21.499897667777002,267.0
21.533230842455726,290.5
21.56656401713445,317.0
21.599897191813174,336.0
21.633230366491897,352.0
21.66656354117062,363.0
21.699896715849345,374.0
21.73322989052807,380.5
21.766563065206793,383.5
21.799896239885516,384.0
21.83322941456424,381.0
21.866562589242964,374.0
21.899895763921688,363.5
21.93322893860041,348.0
21.966562113279135,327.5
21.99989528795786,312.0
22.033228462636583,290.5
22.066561637315306,269.0
22.09989481199403,246.0
22.133227986672754,224.5
22.166561161351478,201.5
22.1998943360302,185.5
22.233227510708925,165.5
22.26656068538765,149.0
22.299893860066373,138.5
22.333227034745097,132.0
22.36656020942382,126.5
22.399893384102544,118.5
22.433226558781268,119.0
22.46655973345999,118.5
22.499892908138715,116.5
22.53322608281744,123.0
22.566559257496163,130.0
22.599892432174887,135.5
22.63322560685361,143.0
22.666558781532334,159.0
22.699891956211058,175.5
22.73322513088978,192.5
22.766558305568505,212.0
22.79989148024723,230.0
22.833224654925953,259.0
22.866557829604677,284.5
22.8998910042834,306.0
22.933224178962124,326.0
22.966557353640848,342.0
22.999890528319572,356.5
23.033223702998296,368.5
23.06655687767702,375.5
23.099890052355743,379.5
23.133223227034467,380.5
23.16655640171319,380.0
23.199889576391914,375.0
23.233222751070638,360.5
23.266555925749362,351.0
23.299889100428086,334.5
23.33322227510681,317.0
23.366555449785533,297.5
23.399888624464257,279.5
23.43322179914298,256.0
23.466554973821705,235.0
23.49988814850043,212.0
23.533221323179152,192.5
23.566554497857876,174.0
23.5998876725366,159.0
23.633220847215323,142.5
23.666554021894047,135.5
23.69988719657277,130.5
23.733220371251495,123.5
23.76655354593022,117.5
23.799886720608942,116.0
23.833219895287666,117.0
23.86655306996639,121.5
23.899886244645113,129.0
23.933219419323837,134.0
23.96655259400256,140.5
23.999885768681285,152.5
24.03321894336001,167.0
24.066552118038732,186.0
24.099885292717456,204.5
24.13321846739618,223.0
24.166551642074904,244.5
24.199884816753627,268.0
24.23321799143235,292.5
24.266551166111075,316.0
24.2998843407898,334.5
24.333217515468522,348.5
24.366550690147246,362.0
24.39988386482597,370.5
24.433217039504694,375.5
24.466550214183417,378.0
24.49988338886214,377.5
24.533216563540865,369.0
24.56654973821959,361.0
24.599882912898313,352.5
24.633216087577036,340.5
24.66654926225576,322.5
24.699882436934484,304.5
24.733215611613208,287.5
24.76654878629193,265.0
24.799881960970655,242.0
24.83321513564938,219.5
24.866548310328103,199.0
24.899881485006826,182.5
24.93321465968555,164.5
24.966547834364274,148.0
24.999881009042998,139.0
25.03321418372172,133.0
25.066547358400445,128.5
25.09988053307917,121.5
25.133213707757893,118.5
25.166546882436617,118.5
25.19988005711534,121.5
25.233213231794064,128.0
25.266546406472788,132.5
25.29987958115151,138.5
25.333212755830235,146.5
25.36654593050896,162.0
25.399879105187683,178.0
25.433212279866407,196.5
25.46654545454513,216.5
25.499878629223854,238.0
25.533211803902578,262.0
25.5665449785813,287.0
25.599878153260025,307.0
25.63321132793875,325.5
25.666544502617473,341.5
25.699877677296197,355.5
25.73321085197492,365.0
25.766544026653644,370.5
25.799877201332368,372.5
25.833210376011092,371.0
25.866543550689816,367.5
25.89987672536854,361.5
25.933209900047263,353.5
25.966543074725987,342.0
25.99987624940471,329.0
26.033209424083434,311.0
26.066542598762158,292.5
26.099875773440882,272.0
26.133208948119606,249.5
26.16654212279833,229.5
26.199875297477053,211.0
26.233208472155777,189.5
26.2665416468345,172.5
26.299874821513225,155.0
26.33320799619195,142.5
26.366541170870672,135.5
26.399874345549396,131.0
26.43320752022812,126.0
26.466540694906843,121.0
26.499873869585567,120.0
26.53320704426429,121.5
26.566540218943015,127.0
26.59987339362174,131.5
26.633206568300462,136.5
26.666539742979186,143.5
26.69987291765791,158.0
26.733206092336633,173.0
26.766539267015357,190.5
26.79987244169408,208.5
26.833205616372805,228.0
26.86653879105153,250.5
26.899871965730252,269.5
26.933205140408976,295.0
26.9665383150877,316.5
26.999871489766424,335.0
27.033204664445147,346.0
27.06653783912387,359.5
27.099871013802595,367.0
27.13320418848132,366.5
27.166537363160042,366.0
27.199870537838766,365.5
27.23320371251749,362.5
27.266536887196214,355.0
27.299870061874937,345.5
27.33320323655366,330.5
27.366536411232385,315.0
27.39986958591111,298.0
27.433202760589833,279.5
27.466535935268556,260.5
27.49986910994728,239.0
27.533202284626004,217.0
27.566535459304728,199.0
27.59986863398345,179.5
27.633201808662175,163.0
27.6665349833409,147.5
27.699868158019623,139.0
27.733201332698346,133.5
27.76653450737707,129.0
27.799867682055794,125.0
27.833200856734518,122.0
27.86653403141324,123.0
27.899867206091965,127.0
27.93320038077069,130.5
27.966533555449413,135.5
27.999866730128137,141.5
28.03319990480686,154.5
28.066533079485584,168.0
28.099866254164308,185.5
28.13319942884303,205.0
28.166532603521755,223.0
28.19986577820048,241.5
28.233198952879203,267.5
28.266532127557927,288.0
28.29986530223665,309.0
28.333198476915374,325.5
28.366531651594098,340.0
28.39986482627282,353.0
28.433198000951545,359.0
28.46653117563027,359.5
28.499864350308993,363.0
28.533197524987717,363.5
28.56653069966644,360.5
28.599863874345164,355.0
28.633197049023888,346.5
28.666530223702612,335.0
28.699863398381336,319.0
28.73319657306006,302.5
28.766529747738783,284.0
28.799862922417507,267.0
28.83319609709623,245.5
28.866529271774954,224.5
28.899862446453678,204.5
28.933195621132402,187.0
28.966528795811126,168.5
28.99986197048985,155.0
29.033195145168573,142.0
29.066528319847297,136.0
29.09986149452602,131.5
29.133194669204745,128.0
29.16652784388347,124.5
29.199861018562192,124.0
29.233194193240916,127.0
29.26652736791964,130.5
29.299860542598363,134.5
29.333193717277087,140.0
29.36652689195581,148.5
29.399860066634535,163.5
29.43319324131326,178.5
29.466526415991982,195.5
29.499859590670706,214.5
29.53319276534943,235.5
29.566525940028153,255.5
29.599859114706877,281.5
29.6331922893856,301.0
29.666525464064325,320.5
29.69985863874305,335.0
29.733191813421772,346.0
29.766524988100496,354.0
29.79985816277922,358.0
29.833191337457944,359.5
29.866524512136667,360.5
29.89985768681539,360.0
29.933190861494115,355.5
29.96652403617284,347.0
29.999857210851562,338.5
30.033190385530286,324.0
30.06652356020901,310.5
30.099856734887734,291.5
30.133189909566457,271.0
30.16652308424518,254.0
30.199856258923905,233.5
30.23318943360263,213.5
30.266522608281353,192.5
30.299855782960076,176.5
30.3331889576388,162.5
30.366522132317524,146.5
30.399855306996248,139.0
30.43318848167497,134.0
30.466521656353695,130.5
30.49985483103242,127.5
30.533188005711143,126.0
30.566521180389866,127.0
30.59985435506859,130.0
30.633187529747314,133.5
30.666520704426038,138.5
30.69985387910476,144.5
30.733187053783485,161.0
30.76652022846221,175.0
30.799853403140933,192.5
30.833186577819657,207.5
30.86651975249838,226.0
30.899852927177104,246.5
30.933186101855828,265.5
30.96651927653455,290.0
30.999852451213275,306.5
31.033185625892,327.5
31.066518800570723,341.0
31.099851975249447,345.5
31.13318514992817,352.5
31.166518324606894,356.5
31.199851499285618,359.0
31.23318467396434,359.0
31.266517848643065,356.0
31.29985102332179,349.0
31.333184198000513,340.5
31.366517372679237,326.0
31.39985054735796,312.5
31.433183722036684,295.0
31.466516896715408,278.5
31.499850071394132,259.5
31.533183246072856,238.0
31.56651642075158,218.5
31.599849595430303,202.0
31.633182770109027,184.0
31.66651594478775,168.0
31.699849119466474,155.0
31.733182294145198,142.0
31.766515468823922,136.0
31.799848643502646,132.5
31.83318181818137,129.5
31.866514992860093,137.0
31.899848167538817,128.0
31.93318134221754,130.0
31.966514516896265,133.0
31.99984769157499,137.5
32.033180866253716,143.5
32.06651404093244,156.0
32.09984721561116,169.5
32.13318039028989,185.5
32.16651356496861,204.5
32.199846739647334,222.0
32.23317991432606,240.5
32.26651308900478,260.5
32.299846263683506,283.5
32.33317943836223,304.5
32.36651261304095,317.0
32.39984578771968,329.5
32.4331789623984,340.5
32.466512137077125,349.0
32.49984531175585,354.0
32.53317848643457,356.0
32.566511661113296,356.5
32.59984483579202,355.5
32.63317801047074,351.0
32.66651118514947,342.0
32.69984435982819,330.5
32.733177534506915,315.0
32.76651070918564,302.0
32.79984388386436,284.0
32.833177058543086,265.5
32.86651023322181,245.5
32.89984340790053,225.0
32.93317658257926,206.5
32.96650975725798,190.5
32.999842931936705,174.0
33.03317610661543,160.0
33.06650928129415,146.5
33.099842455972876,138.5
33.1331756306516,134.5
33.166508805330324,131.0
33.19984198000905,129.0
33.23317515468777,128.5
33.266508329366495,130.0
33.29984150404522,132.5
33.33317467872394,136.5
33.366507853402666,141.5
33.39984102808139,152.5
33.433174202760114,164.0
33.46650737743884,182.0
33.49984055211756,198.0
33.533173726796285,215.5
33.56650690147501,234.5
33.59984007615373,253.5
33.633173250832456,281.0
33.66650642551118,294.5
33.699839600189904,310.5
33.73317277486863,321.5
33.76650594954735,335.5
33.799839124226075,343.5
33.8331722989048,350.0
33.86650547358352,354.0
33.89983864826225,355.0
33.93317182294097,354.0
33.966504997619694,350.5
33.99983817229842,342.5
34.03317134697714,332.5
34.066504521655865,320.0
34.09983769633459,305.0
34.13317087101331,289.5
34.16650404569204,270.5
34.19983722037076,252.0
34.233170395049484,234.0
34.26650356972821,215.0
34.29983674440693,197.0
34.333169919085655,180.5
34.36650309376438,165.5
34.3998362684431,153.0
34.43316944312183,141.5
34.46650261780055,136.5
34.499835792479274,133.0
34.533168967158,130.5
34.56650214183672,129.5
34.599835316515446,130.5
34.63316849119417,132.5
34.66650166587289,136.0
34.69983484055162,141.0
34.73316801523034,147.5
34.766501189909064,163.5
